Product_id:  Product_name:  Product_model:  From:   To:  Quantity: Month:   Week:  Year:
95       CPU            M7            Chittagong      Bogra   49      October   Week4   2014
87       Mobile            M3            Chittagong      Bogra   99      October   Week4   2014
103       Car            M8            Jessore      Bogra   109      October   Week4   2014
111       Car            M0            Mymensingh      Bogra   38      October   Week4   2014
107       RAM            M3            Barisal      Bogra   45      October   Week1   2014
164       Mobile            M4            Khulna      Bogra   89      October   Week1   2014
26       Fan            M0            Jessore      Bogra   62      October   Week1   2014
140       Car            M9            Jessore      Bogra   45      October   Week1   2014
127       Motor            M5            Sylhet      Bogra   64      October   Week1   2014
140       Car            M9            Dhaka      Bogra   108      October   Week1   2014
99       Fan            M7            Mymensingh      Bogra   109      October   Week1   2014
82       CPU            M9            Rajshahi      Bogra   118      October   Week1   2014
118       RAM            M9            Barisal      Bogra   42      October   Week1   2014
62       CPU            M1            Mymensingh      Bogra   80      October   Week1   2014
72       Watch            M7            Mymensingh      Bogra   88      October   Week2   2014
82       CPU            M9            Jessore      Bogra   99      October   Week2   2014
185       Car            M5            Bogra      Bogra   51      October   Week2   2014
112       CPU            M0            Mymensingh      Bogra   100      October   Week2   2014
57       Freeze            M4            Jessore      Bogra   73      October   Week2   2014
38       Fan            M5            Jessore      Bogra   33      October   Week2   2014
162       Freeze            M9            Bogra      Bogra   98      October   Week2   2014
37       Motor            M9            Jessore      Bogra   30      October   Week2   2014
81       Watch            M6            Jessore      Bogra   73      October   Week2   2014
79       Fan            M3            Mymensingh      Bogra   36      October   Week2   2014
63       Freeze            M1            Bogra      Bogra   64      January   Week1   2015
118       RAM            M9            Barisal      Bogra   104      January   Week1   2015
72       Watch            M7            Jessore      Bogra   67      January   Week1   2015
72       Watch            M7            Rangpur      Bogra   59      January   Week1   2015
164       Mobile            M4            Jessore      Bogra   62      January   Week1   2015
77       CPU            M3            Khulna      Bogra   59      January   Week1   2015
149       RAM            M1            Mymensingh      Bogra   109      January   Week1   2015
127       Motor            M5            Bogra      Bogra   24      January   Week1   2015
134       RAM            M6            Sylhet      Bogra   77      January   Week1   2015
81       Watch            M6            Jessore      Bogra   67      January   Week1   2015
38       Fan            M5            Bogra      Bogra   81      January   Week2   2015
